artes,As Miniaturas,Visita-oficinal para famílias,28 outubro 2023,28 outubro 2023,Museu do Tesouro Real,https://www.agendalx.pt/events/event/as-miniaturas/
artes,Caça às sombras,,28,28 de October de 2023,Quinta Alegre - Um Teatro em Cada Bairro,https://www.agendalx.pt/events/event/epoca-de-caca-caca-as-sombras/
música,Cantigas da Carolina,Canções Tradicionais e Originais,28 outubro 2023,28 outubro 2023,Fábrica Braço de Prata,https://www.agendalx.pt/events/event/cantigas-da-carolina/
teatro,Pinóquio,O musical,28 outubro,16 dezembro 2023,Teatro Bocage,https://www.agendalx.pt/events/event/pinoquio-4/
teatro,Peço a Palavra,Teresa Coutinho,21 outubro,29 outubro 2023,LU.CA - Teatro Luís de Camões,https://www.agendalx.pt/events/event/peco-a-palavra/
teatro,A Via do Meio,Diogo Andrade,28 outubro,29 outubro 2023,Quinta Alegre - Um Teatro em Cada Bairro,https://www.agendalx.pt/events/event/a-via-do-meio/
música,Fado na Rua,10.º aniversário de Santa Maria Maior,14 setembro,28 outubro 2023,Junta de Freguesia de Santa Maria Maior,https://www.agendalx.pt/events/event/fado-na-rua/
dança,Cracking Bones – Halloween Show,Novo Circo,28 outubro,31 outubro 2023,Jaya Aerial Lab,https://www.agendalx.pt/events/event/cracking-bones-halloween-show/
stand up comedy,Onde é que eu ia?,Nuno Artur Silva e A. Jorge Gonçalves,28 outubro 2023,28 outubro 2023,Teatro Tivoli BBVA,https://www.agendalx.pt/events/event/onde-e-que-eu-ia-3/
música,Justi - Concerto de outono,Coro de Câmara da Universidade de Lisboa,28 outubro 2023,28 outubro 2023,Sé de Lisboa,https://www.agendalx.pt/events/event/justi-concerto-de-outono/
música,Weyes Blood,And in the Darkness -  Hearts Aglow,28 outubro 2023,28 outubro 2023,Lisboa ao Vivo,https://www.agendalx.pt/events/event/weyes-blood/
artes,Novas memórias,Manhã criativa,29 outubro 2023,29 outubro 2023,Museu da Marioneta,https://www.agendalx.pt/events/event/novas-memorias/
teatro,Era Uma Vez...,Sem rede | Teatro de improviso,29,29 de October de 2023,Turim - Um Teatro em Cada Bairro,https://www.agendalx.pt/events/event/era-uma-vez-teatro-de-improviso/
teatro,A Lagartinha Aventureira,Teatro para bebés,22 outubro,29 outubro 2023,Boutique da Cultura - Um Teatro em Cada Bairro,https://www.agendalx.pt/events/event/a-lagartinha-aventureira/
teatro,António e Antónia,João Pires,29 outubro 2023,29 outubro 2023,Teatro Bocage,https://www.agendalx.pt/events/event/antonio-e-antonia-3/
música,Sinfonia n.º 4 Italiana de Mendelssohn,Orquestra Metropolitana de Lisboa,29 outubro 2023,29 outubro 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/sinfonia-n-o-4-italiana-de-mendelssohn/
música,Concerto Solidário,Associação Amigas do Peito/Outubro Rosa,29 outubro 2023,29 outubro 2023,Aula Magna,https://www.agendalx.pt/events/event/concerto-solidario-4/
música,Jorge Goes,Essências,29 outubro 2023,29 outubro 2023,Casa do Alentejo,https://www.agendalx.pt/events/event/jorge-goes/
música,Helena Reis e Miguel Orama,,29 outubro 2023,29 outubro 2023,Espaço Casa Cheia,https://www.agendalx.pt/events/event/helena-reis-e-miguel-orama/
teatro,16B: Uma peça improvisada em um ato,Nova temporada,21 outubro,25 novembro 2023,Flux•us Stage,https://www.agendalx.pt/events/event/16b-uma-peca-improvisada-em-um-ato/
música,Jungle,Volcano World Tour,29 outubro 2023,29 outubro 2023,Sagres Campo Pequeno,https://www.agendalx.pt/events/event/jungle/
música,Thylacine,,29 outubro 2023,29 outubro 2023,Musicbox,https://www.agendalx.pt/events/event/thylacine/
música,World Rock Bebé,Rock Me Baby,15 outubro,17 dezembro 2023,Parque Mayer,https://www.agendalx.pt/events/event/world-rock-bebe/
música,Programação Robalo,Outubro/novembro 2023,22,22 de October de 2023,Penha SCO,https://www.agendalx.pt/events/event/programacao-robalo/
cinema,Sangue e nervo: o cinema de William Friedkin,,2 outubro,31 outubro 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/sangue-e-nervo-o-cinema-de-william-friedkin/
stand up comedy,A Grande Fantochada,Hugo Van Der Ding e Joana Gama,30 outubro,1 novembro 2023,Teatro Maria Matos,https://www.agendalx.pt/events/event/a-grande-fantochada/
cinema,'Rosa de Areia' de António Reis e Margarida Cordeiro,Imagens em Movimento,30,30 de October de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/imagens-em-movimento-cinema-portugues-em-dialogo/
literatura -  teatro,Um clube de leitura de peças de teatro: 2 peças de Heiner Müller,,30 outubro 2023,30 outubro 2023,Teatro da Politécnica,https://www.agendalx.pt/events/event/um-clube-de-leitura-de-pecas-de-teatro-2-pecas-de-heiner-muller/
cinema,De/ Com/ Para Eduarda Dionísio,,2 outubro,30 outubro 2023,Casa da Achada – Centro Mário Dionísio,https://www.agendalx.pt/events/event/de-com-para-eduarda-dionisio/
música,Gilberto Gil,Aquele Abraço,30 outubro,31 outubro 2023,Coliseu dos Recreios,https://www.agendalx.pt/events/event/gilberto-gil-3/
stand up comedy,Lado Positivo,Hugo Sousa,30 outubro 2023,30 outubro 2023,Teatro Tivoli BBVA,https://www.agendalx.pt/events/event/175927/
cinema -  literatura,Com a Linha de Sombra,Sessões de outubro,14 outubro,31 outubro 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/com-a-linha-de-sombra-26/
cinema,'Megalomaníaca' de Karim Ouelhaj,especial Halloween,31 outubro 2023,31 outubro 2023,Cinema Fernando Lopes,https://www.agendalx.pt/events/event/megalomaniaca-de-karim-ouelhaj/
cinema,O que quero ver,'Salon Kitty' de Tinto Brass,31 outubro 2023,31 outubro 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/o-que-quero-ver-28/
música,Grupo de Música Contemporânea de Lisboa,Mundos,31 outubro 2023,31 outubro 2023,O'culto da Ajuda,https://www.agendalx.pt/events/event/grupo-de-musica-contemporanea-de-lisboa-2/
música,London Community Gospel Choir,One night with the Beatles,31 outubro 2023,31 outubro 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/london-community-gospel-choir-2/
cinema,Shortcutz Lisboa,,3 janeiro,19 dezembro 2023,Sociedade de Instrução Guilherme Cossoul,https://www.agendalx.pt/events/event/shortcutz-lisboa/
música,Orquestra Sinfónica Juvenil,50º Aniversário,31 outubro 2023,31 outubro 2023,São Luiz Teatro Municipal,https://www.agendalx.pt/events/event/orquestra-sinfonica-juvenil-12/
dança,Ball-O-Ween,,31 outubro 2023,31 outubro 2023,Teatro Ibérico,https://www.agendalx.pt/events/event/ball-o-ween/
artes -  dança -  música -  teatro,II Festival Eufémia,Perspetivas de Género e Identidades em Cena,31 outubro,5 novembro 2023,vários locais,https://www.agendalx.pt/events/event/ii-festival-eufemia/
artes -  dança -  música -  teatro,II Festival Eufémia,Perspetivas de Género e Identidades em Cena,31 outubro,5 novembro 2023,vários locais,https://www.agendalx.pt/events/event/ii-festival-eufemia/
artes -  dança -  música -  teatro,II Festival Eufémia,Perspetivas de Género e Identidades em Cena,31 outubro,5 novembro 2023,vários locais,https://www.agendalx.pt/events/event/ii-festival-eufemia/
artes -  dança -  música -  teatro,II Festival Eufémia,Perspetivas de Género e Identidades em Cena,31 outubro,5 novembro 2023,vários locais,https://www.agendalx.pt/events/event/ii-festival-eufemia/
teatro,A alegre História de Portugal em 90 minutos,,1 novembro 2023,1 novembro 2023,Teatro Bocage,https://www.agendalx.pt/events/event/a-alegre-historia-de-portugal-em-90-minutos/
música -  teatro,Xiribi Ba Ba Ba Bach,Teatro para bebés,1 novembro 2023,1 novembro 2023,Casa do Coreto,https://www.agendalx.pt/events/event/xiribi-ba-ba-ba-bach-2/
música -  teatro,Xiribi Ba Ba Ba Bach,Teatro para bebés,1 novembro 2023,1 novembro 2023,Casa do Coreto,https://www.agendalx.pt/events/event/xiribi-ba-ba-ba-bach-2/
teatro,Todas as coisas maravilhosas,Últimas datas,26 julho,3 novembro 2023,Time Out Market - Mercado da Ribeira,https://www.agendalx.pt/events/event/todas-as-coisas-maravilhosas-3/
stand up comedy,Haja Bonecos Ao Vivo,,1 novembro,2 novembro 2023,Teatro Tivoli BBVA,https://www.agendalx.pt/events/event/haja-bonecos-ao-vivo/
música,Rodrigo Leão + Tó Trips,Piano para Piano + Popular Jaguar,1 novembro 2023,1 novembro 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/rodrigo-leao-to-trips/
música,Kavita Shah,Cape Verdean Blues,01,01 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/kavita-shah-2/
stand up comedy,Domino's Comedy Club,novembro,01,01 de November de 2023,Teatro Cinearte,https://www.agendalx.pt/events/event/dominos-comedy-club/
cinema,A Guerra no cinema III,Para além do campo de batalha,02,02 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/a-guerra-no-cinema-parte-iii/
cinema,In memoriam Kenneth Anger,,02,02 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/in-memoriam-kenneth-anger/
música,Jameson Urban Routes,2023,02,02 de November de 2023,Musicbox,https://www.agendalx.pt/events/event/jameson-urban-routes-3/
cinema,O Centenário do Cinema de Animação Português,Curtas de Escola,02,02 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/o-centenario-do-cinema-de-animacao-portugues-4/
cinema,A Cidade em Frames,Ciclo de cinema,02,02 de November de 2023,Centro de Informação Urbana de Lisboa (CIUL),https://www.agendalx.pt/events/event/a-cidade-em-frames/
dança,Trans*Performatividade,Aura,2 novembro,3 novembro 2023,Mono,https://www.agendalx.pt/events/event/transperformatividade/
teatro,As Alegres Comadres de Windsor,Shakespeare/Comuna,2 novembro,3 dezembro 2023,Teatro da Comuna,https://www.agendalx.pt/events/event/as-alegres-comadres-de-windsor/
música,Requiem -  de Mozart,Orquestra Filarmónica Portuguesa,2 novembro 2023,2 novembro 2023,Aula Magna,https://www.agendalx.pt/events/event/requiem-de-mozart-6/
música,Carminho,Portuguesa,2 novembro,3 novembro 2023,Coliseu dos Recreios,https://www.agendalx.pt/events/event/carminho-6/
teatro,Trair e coçar é só começar,Novas datas,02,02 de November de 2023,Casino de Lisboa,https://www.agendalx.pt/events/event/trair-e-cocar-e-so-comecar-3/
cinema,Iguais mas Desiguais,Festival PLAY,3 novembro,5 novembro 2023,LU.CA - Teatro Luís de Camões,https://www.agendalx.pt/events/event/iguais-mas-desiguais/
cinema,Warm Up! Olhares do Mediterrâneo - Women’s Film Festival  ,,10 outubro,3 novembro 2023,vários locais,https://www.agendalx.pt/events/event/warm-up-olhares-do-mediterraneo/
cinema,In memoriam Michael Snow,,03,03 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/in-memoriam-michael-snow/
literatura -  teatro,Esta Noite Grita-se,7.º Festim de leituras de textos de teatro,1 outubro,3 dezembro 2023,vários locais,https://www.agendalx.pt/events/event/esta-noite-grita-se-3/
música -  visitas guiadas,Fado no Loreto,Concerto + visita,7 julho,22 dezembro 2023,Museu da Água da EPAL – Galeria do Loreto,https://www.agendalx.pt/events/event/fado-no-loreto/
música,Cuca Roseta com Orquestra do Algarve,Amália com orquestra,3 novembro 2023,3 novembro 2023,Culturgest,https://www.agendalx.pt/events/event/cuca-roseta-com-orquestra-do-algarve/
música,Rodrigo Cuevas + Bandua,,3 novembro 2023,3 novembro 2023,Cineteatro Capitólio - Teatro Raúl Solnado,https://www.agendalx.pt/events/event/rodrigo-cuevas-bandua/
artes -  música,Ricardo Jacinto,O Rapto de Europa,03,03 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/ricardo-jacinto-4/
artes -  música,Ricardo Jacinto,O Rapto de Europa,03,03 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/ricardo-jacinto-4/
música,Titãs,Todos ao mesmo tempo agora,3 novembro 2023,3 novembro 2023,Altice Arena,https://www.agendalx.pt/events/event/titas/
música,The Elton John Experience,Tributo a Elton John,3 novembro 2023,3 novembro 2023,Sagres Campo Pequeno,https://www.agendalx.pt/events/event/the-elton-john-experience/
artes -  feiras,Mercado P'la Arte,,7 maio 2022,2 dezembro 2023,Prata Riverside Village,https://www.agendalx.pt/events/event/mercado-pla-arte/
cinema,FILM CLUB Curious Monkey,Cinema Essencial 40s - 50s - 60s,23 setembro,2 dezembro 2023,Prosa - Plataforma Cultural,https://www.agendalx.pt/events/event/cinema-essencial-40s-60s/
artes,11 – Pinturas de Natália Gromicho,,4 novembro,1 dezembro 2023,Atelier Natália Gromicho,https://www.agendalx.pt/events/event/11-pinturas-de-natalia-gromicho/
cinema,Transformações,Ciclo de cinema,04,04 de November de 2023,Reitoria da Universidade de Lisboa,https://www.agendalx.pt/events/event/transformacoes/
cinema,Sábados em família,em novembro,04,04 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/sabados-em-familia-44/
artes -  música,Silêncio & Horizonte Acústico,Com Ricardo Jacinto,04,04 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/silencio-horizonte-acustico/
artes -  música,Silêncio & Horizonte Acústico,Com Ricardo Jacinto,04,04 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/silencio-horizonte-acustico/
cinema,Os pequenos grandes mundos de Nicolas Philibert,,04,05 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/os-pequenos-grandes-mundos-de-nicolas-philibert/
teatro,Frankenstiny,O musical,4 novembro,17 dezembro 2023,Teatro Villaret,https://www.agendalx.pt/events/event/frankenstiny/
música -  teatro,A menina que não cabia numa caixa quadrada,Lua Cheia,4 novembro,18 novembro 2023,Casa do Coreto,https://www.agendalx.pt/events/event/a-menina-que-nao-cabia-numa-caixa-quadrada/
música -  teatro,A menina que não cabia numa caixa quadrada,Lua Cheia,4 novembro,18 novembro 2023,Casa do Coreto,https://www.agendalx.pt/events/event/a-menina-que-nao-cabia-numa-caixa-quadrada/
música,Simão Costa e Jyoti Hedge,,4 novembro 2023,4 novembro 2023,Teatro do Bairro Alto,https://www.agendalx.pt/events/event/simao-costa-e-jyoti-hedge/
música,Benjamim e Samuel Úria,,4 novembro 2023,4 novembro 2023,Teatro Tivoli BBVA,https://www.agendalx.pt/events/event/benjamim-e-samuel-uria/
música,Corinne Bailey Rae ,Black Rainbows,4 novembro 2023,4 novembro 2023,Cineteatro Capitólio - Teatro Raúl Solnado,https://www.agendalx.pt/events/event/corinne-bailey-rae/
música,Ali Doğan Gönültaş,Música da Anatólia Oriental,04,04 de November de 2023,Fundação Calouste Gulbenkian,https://www.agendalx.pt/events/event/ali-dogan-gonultas/
stand up comedy,Sou ou não sou Carlos D'Moura,,4 novembro 2023,4 novembro 2023,Boutique da Cultura - Um Teatro em Cada Bairro,https://www.agendalx.pt/events/event/sou-ou-nao-sou-carlos-dmoura/
música,João Pedro Pais,25 Anos de carreira,4 novembro 2023,4 novembro 2023,Coliseu dos Recreios,https://www.agendalx.pt/events/event/174260/
música,Silva,,4 novembro 2023,4 novembro 2023,Sagres Campo Pequeno,https://www.agendalx.pt/events/event/silva-2/
música,Spindle Ensemble,Música em velocidade cruzeiro,04,04 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/spindle-ensemble/
cinema,Cinepop 2023,,5 novembro,17 dezembro 2023,Fórum Lisboa,https://www.agendalx.pt/events/event/cinepop-2023/
artes,Um passeio entre flores e frutos,Visita-jogo,5 novembro 2023,5 novembro 2023,Museu Nacional de Arte Antiga,https://www.agendalx.pt/events/event/um-passeio-entre-flores-e-frutos/
teatro,As aventuras de Tom Sawyer,bYfurcação Teatro,05,05 de November de 2023,Auditório Carlos Paredes,https://www.agendalx.pt/events/event/as-aventuras-de-tom-sawyer/
teatro,FadóSol,,5 novembro,19 novembro 2023,Casa do Coreto,https://www.agendalx.pt/events/event/fadosol/
música,Nádia Campos,Luz Peregrina,5 novembro 2023,5 novembro 2023,AJA - Associação José Afonso,https://www.agendalx.pt/events/event/nadia-campos/
música,Nabucco,Verdi/Hesperian Symphony Orchestra,5 novembro 2023,5 novembro 2023,Coliseu dos Recreios,https://www.agendalx.pt/events/event/nabucco-de-verdi/
música,Solistas da Orquestra Gulbenkian,,06,06 de November de 2023,Fundação Calouste Gulbenkian,https://www.agendalx.pt/events/event/solistas-da-orquestra-gulbenkian-20/
música,Madonna,The Celebration Tour,6 novembro,7 novembro 2023,Altice Arena,https://www.agendalx.pt/events/event/madonna-2/
cinema,Aprendendo e Vivendo,Ciclo de cinema,6 novembro,27 novembro 2023,Casa da Achada – Centro Mário Dionísio,https://www.agendalx.pt/events/event/aprendendo-e-vivendo/
artes,Agata Cardoso,You left a hole in me,07,07 de November de 2023,Espaço Bento Martins,https://www.agendalx.pt/events/event/agata-cardoso/
música,Devendra Banhart,Flying Wig,7 novembro 2023,7 novembro 2023,Coliseu dos Recreios,https://www.agendalx.pt/events/event/devendra-banhart-2/
stand up comedy,Pequeno Problema,Dário Guerreiro,7 novembro 2023,7 novembro 2023,Teatro da Trindade INATEL,https://www.agendalx.pt/events/event/pequeno-problema/
cinema -  música,Nivhek,Engine,8 novembro 2023,8 novembro 2023,Culturgest,https://www.agendalx.pt/events/event/nivhek-2/
cinema -  música,Nivhek,Engine,8 novembro 2023,8 novembro 2023,Culturgest,https://www.agendalx.pt/events/event/nivhek-2/
cinema,Cinema nas Avenidas,'Palladio - O Espetáculo da Arquitetura',08,08 de November de 2023,Biblioteca Palácio Galveias,https://www.agendalx.pt/events/event/cinema-nas-avenidas-4/
artes,Miguel Furtado Martins,Fotografia em tempo de emergência,08,08 de November de 2023,Avenidas - Um Teatro em Cada Bairro,https://www.agendalx.pt/events/event/miguel-furtado-martins-2/
teatro,Tom Vinagre,Caryl Churchill/ Carolina Serrão,8 novembro,26 novembro 2023,Teatro do Bairro,https://www.agendalx.pt/events/event/tom-vinagre/
música,Inês Marques Lucas,Horas Mortas,8 novembro 2023,8 novembro 2023,Teatro Maria Matos,https://www.agendalx.pt/events/event/ines-marques-lucas/
cinema,América '70 - Alvalade Cineclube,2.ª edição,8 novembro,29 novembro 2023,Cinema Ideal,https://www.agendalx.pt/events/event/america-70-alvalade-cineclube/
artes,Xavier Ovídio,Notes on perception,9 novembro 2023,6 janeiro 2024,Museu Nacional de História Natural e da Ciência,https://www.agendalx.pt/events/event/xavier-ovidio/
cinema,Olhares do Mediterrâneo - Women's Film Festival,10.ª edição,09,09 de November de 2023,vários locais,https://www.agendalx.pt/events/event/olhares-do-mediterraneo-womens-film-festival-2/
artes,Sobre a linha do horizonte - Andreas Stöcklein na Coleção Ratton,,09,09 de November de 2023,Museu Nacional do Azulejo,https://www.agendalx.pt/events/event/andreas-stocklein-2/
artes,Jorge Vieira,Obras e maquetes,09,09 de November de 2023,vários locais,https://www.agendalx.pt/events/event/jorge-vieira/
artes,Lisbon Art Weekend,2023,09,09 de November de 2023,vários locais,https://www.agendalx.pt/events/event/lisbon-art-weekend-4/
cinema -  literatura,Com a Linha de Sombra,'As Operações SAAL' + 'Nha Fala',09,09 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/com-a-linha-de-sombra-27/
teatro,ABSTRACT,Cão Solteiro e Vasco Araújo,9 novembro,12 novembro 2023,São Luiz Teatro Municipal,https://www.agendalx.pt/events/event/abstract/
teatro,Al_Gharb,Teatro Meridional,09,09 de November de 2023,Teatro Meridional,https://www.agendalx.pt/events/event/al_gharb/
artes -  ciências,Terra Batida,Pedra Pele Pulmão,11,11 de November de 2023,Espaço Alkantara,https://www.agendalx.pt/events/event/terra-batida-2/
cinema,Sobre a natureza humana I,'Attenberg' + 'Corpo e Alma',10,10 de November de 2023,Prosa - Plataforma Cultural,https://www.agendalx.pt/events/event/sobre-a-natureza-humana-i/
artes,Rui Matos,Laboratório,10,10 de November de 2023,Museu Nacional de História Natural e da Ciência,https://www.agendalx.pt/events/event/rui-matos-2/
cinema,LEFFEST'23,17.ª edição,10,10 de November de 2023,vários locais,https://www.agendalx.pt/events/event/leffest23/
cinema,Nos 25 anos da Associação de Imagem Portuguesa,,10,10 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/nos-25-anos-da-associacao-de-imagem-portuguesa-3/
cinema,'Golpe de Sol' + 'O Táxi n.º 9297',Sessões especiais,10,10 de November de 2023,Biblioteca/Espaço Cultural Cinema Europa,https://www.agendalx.pt/events/event/golpe-de-sol-o-taxi-no-9297/
teatro,Emídio,Sandro William Junqueira e Giacomo Scalisi,10 novembro,11 novembro 2023,Quinta Alegre - Um Teatro em Cada Bairro,https://www.agendalx.pt/events/event/emidio/
teatro,Whitewashing,Rébecca Chaillon e Aurore Déon,10 novembro,11 novembro 2023,Teatro do Bairro Alto,https://www.agendalx.pt/events/event/whitewashing/
música,Anna Setton + Salomão Soares,,10 novembro 2023,10 novembro 2023,Museu do Oriente,https://www.agendalx.pt/events/event/anna-setton-2/
teatro,A Família do Antiquário,Carlo Goldoni/ Teatro Mira,10 novembro,11 novembro 2023,Espaço Lua Cheia,https://www.agendalx.pt/events/event/a-familia-do-antiquario/
música,Silva Lining Band,Lisboa,10,10 de November de 2023,Parque Mayer,https://www.agendalx.pt/events/event/silva-lining-band/
música,João Costa Ferreira,Florilégio Romântico,10,10 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/joao-costa-ferreira/
música,Tito Paris,40 anos de carreira,10 novembro 2023,10 novembro 2023,Coliseu dos Recreios,https://www.agendalx.pt/events/event/tito-paris-3/
música,Francisco Fontes,Cosmopolita,10,10 de November de 2023,Musicbox,https://www.agendalx.pt/events/event/francisco-fontes/
música,Enes,A line has two sides,10 novembro 2023,10 novembro 2023,TOKYO - Rock Bar,https://www.agendalx.pt/events/event/enes/
dança -  música,F(r)esta,Núcleo MeioFio,10 novembro 2023,10 novembro 2023,A11 Galleries,https://www.agendalx.pt/events/event/fresta/
dança -  música,F(r)esta,Núcleo MeioFio,10 novembro 2023,10 novembro 2023,A11 Galleries,https://www.agendalx.pt/events/event/fresta/
teatro,Quando for grande quero ser,Ana Rangel,11,14 de November de 2023,Casino de Lisboa,https://www.agendalx.pt/events/event/quando-for-grande-quer-ser/
artes,Laboratório para Pessoas Insubmissas,Além Mundus,11 novembro,18 novembro 2023,Avenidas - Um Teatro em Cada Bairro,https://www.agendalx.pt/events/event/laboratorio-para-pessoas-insubmissas/
cinema,O Filme do Mês,'Ryuichi Sakamoto: Coda' de Stephen N.Schible,11,11 de November de 2023,vários locais,https://www.agendalx.pt/events/event/o-filme-do-mes-30/
cinema,Sábados Clássicos,novembro,11,11 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/sabados-classicos-3/
cinema,O que quero ver,'A Rosa Púrpura do Cairo' de Woody Allen,11,11 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/o-que-quero-ver-29/
música,49.º Festival Estoril Lisboa,Mare Nostrum,11,11 de November de 2023,vários locais,https://www.agendalx.pt/events/event/49-o-festival-estoril-lisboa-2/
teatro,A Bela e o Monstro,,11 novembro,30 dezembro 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/a-bela-e-o-monstro/
literatura -  teatro,A história do LU.CA – Um teatro para crianças,Lanchamento,11 novembro 2023,11 novembro 2023,LU.CA - Teatro Luís de Camões,https://www.agendalx.pt/events/event/a-historia-do-lu-ca-um-teatro-para-criancas/
teatro,O Patinho Feio,,11 novembro 2023,11 novembro 2023,Fábrica Braço de Prata,https://www.agendalx.pt/events/event/o-patinho-feio-2/
música,Candlelight,100 Anos da Warner Bros.,11,11 de November de 2023,Museu de Marinha,https://www.agendalx.pt/events/event/candlelight-11/
teatro,Antígona na Amazónia,Milo Rau/ NTGent,11 novembro,12 novembro 2023,Culturgest,https://www.agendalx.pt/events/event/antigona-na-amazonia/
teatro,A Bola de Cristal,Luísa Fidalgo,11 novembro,12 novembro 2023,Teatro Cinearte,https://www.agendalx.pt/events/event/a-bola-de-cristal/
teatro,Chama - Histórias de um Palhaço que Amava Demais,[CANCELADO],11 novembro 2023,11 novembro 2023,Teatro Ibérico,https://www.agendalx.pt/events/event/chama-historias-de-um-palhaco-que-amava-demais/
música,800 Gondomar,,11,11 de November de 2023,Galeria Zé dos Bois,https://www.agendalx.pt/events/event/800-gondomar/
dança -  teatro,Projeto Side Trip,Chim↑Pom from Smappa!Group,11 novembro,26 novembro 2023,vários locais,https://www.agendalx.pt/events/event/projeto-side-trip/
dança -  teatro,Projeto Side Trip,Chim↑Pom from Smappa!Group,11 novembro,26 novembro 2023,vários locais,https://www.agendalx.pt/events/event/projeto-side-trip/
música,Trompetes do Brasil,Solistas da Metropolitana,12 novembro 2023,12 novembro 2023,Museu do Oriente,https://www.agendalx.pt/events/event/trompetes-do-brasil/
música -  teatro,Maria da Fonte,De Augusto Machado,12,12 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/maria-da-fonte/
música -  teatro,Maria da Fonte,De Augusto Machado,12,12 de November de 2023,Centro Cultural de Belém,https://www.agendalx.pt/events/event/maria-da-fonte/
teatro,Conspirações,Teresa Castro,12 novembro,13 novembro 2023,Espaço Alkantara,https://www.agendalx.pt/events/event/conspiracoes/
música,Salomé Pais Matos + João Quinteiro,Residência artística,12,12 de November de 2023,Lisboa Incomum,https://www.agendalx.pt/events/event/salome-pais-matos-joao-quinteiro/
cinema,A Cinemateca com o Olhares do Mediterrâneo,,13,13 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/a-cinemateca-com-o-olhares-do-mediterraneo/
dança,Aeromancia,Alina Ruiz Folini,13 novembro,14 novembro 2023,Espaço Alkantara,https://www.agendalx.pt/events/event/aeromancia/
música,Com Ouvidos de Ver,Concertos comentados,11 julho,12 dezembro 2023,Casa-Museu Dr. Anastácio Gonçalves,https://www.agendalx.pt/events/event/com-ouvidos-de-ver/
música,Vale Perdido,,15,15 de November de 2023,vários locais,https://www.agendalx.pt/events/event/vale-perdido/
stand up comedy,Amor -  quero beijar mais pessoas,Joana B. Silva & Diogo Faro,15 novembro,20 dezembro 2023,Teatro Villaret,https://www.agendalx.pt/events/event/amor-quero-beijar-mais-pessoas/
música,André Henriques,Os fantasmas de amanhã ,15 novembro 2023,15 novembro 2023,Teatro Maria Matos,https://www.agendalx.pt/events/event/andre-henriques-3/
música,André Henriques,Leveza,15,15 de November de 2023,Teatro Maria Matos,https://www.agendalx.pt/events/event/andre-henriques-4/
teatro,UR ● DIR,Maria Olas e Vítor Alves da Silva,15 novembro,22 novembro 2023,Clube Estefânia,https://www.agendalx.pt/events/event/ur-%e2%97%8f-dir/
cinema,FILmar - Dia Nacional do Mar,,16,16 de November de 2023,Cinemateca Portuguesa - Museu do Cinema,https://www.agendalx.pt/events/event/filmar-dia-nacional-do-mar-2/
teatro,Remédio,Enda Walsh/ Artistas Unidos,16 novembro,16 dezembro 2023,Teatro da Politécnica,https://www.agendalx.pt/events/event/remedio/
teatro,De Mary para Mary,Maria do Céu Guerra e Rita Lello,16,16 de November de 2023,Teatro Cinearte,https://www.agendalx.pt/events/event/de-mary-para-mary-2/
teatro,Requiem por Isabel,Raquel Serejo Martins,16 novembro,30 dezembro 2023,Teatro da Trindade INATEL,https://www.agendalx.pt/events/event/requiem-por-isabel/
teatro,O Espírito - La Danse du Jour,Francisco Campos,16 novembro,19 novembro 2023,Teatro Ibérico,https://www.agendalx.pt/events/event/o-espirito-la-danse-du-jour/
